gpu,batch_size,torch,transformers,attn_impl,lang_id,method,trr,sample_idx,temp_c,dur_s,n_sil,n_sph,n_decoder_tokens,iter_idx,metric,ms
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,3,69,12.78,860,640,-1,7,enc,83.9547
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,3,69,12.78,860,640,-1,8,enc,84.7106
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,3,69,12.78,860,640,-1,9,enc,85.1373
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,3,69,12.78,860,640,-1,0,enc,78.6309
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,3,69,12.78,860,640,-1,1,enc,78.0880
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,3,69,12.78,860,640,-1,2,enc,78.4812
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,3,69,12.78,860,640,-1,3,enc,78.2826
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,3,69,12.78,860,640,-1,4,enc,78.6053
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,3,69,12.78,860,640,-1,5,enc,78.6299
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,3,69,12.78,860,640,-1,6,enc,79.2920
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,3,69,12.78,860,640,-1,7,enc,79.1907
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,3,69,12.78,860,640,-1,8,enc,78.9112
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,3,69,12.78,860,640,-1,9,enc,79.5392
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,3,69,12.78,860,640,-1,0,enc,72.5811
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,3,69,12.78,860,640,-1,1,enc,72.6292
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,3,69,12.78,860,640,-1,2,enc,73.3123
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,3,69,12.78,860,640,-1,3,enc,72.9211
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,3,69,12.78,860,640,-1,4,enc,72.5041
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,3,69,12.78,860,640,-1,5,enc,72.7644
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,3,69,12.78,860,640,-1,6,enc,76.3566
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,3,69,12.78,860,640,-1,7,enc,79.1521
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,3,69,12.78,860,640,-1,8,enc,73.3010
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,3,69,12.78,860,640,-1,9,enc,73.0727
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,4,70,11.52,925,575,-1,0,enc,91.8671
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,4,70,11.52,925,575,-1,1,enc,92.5314
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,4,70,11.52,925,575,-1,2,enc,92.2092
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,4,70,11.52,925,575,-1,3,enc,92.6522
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,4,70,11.52,925,575,-1,4,enc,106.3218
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,4,70,11.52,925,575,-1,5,enc,93.2103
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,4,70,11.52,925,575,-1,6,enc,92.1371
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,4,70,11.52,925,575,-1,7,enc,92.2837
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,4,70,11.52,925,575,-1,8,enc,92.3249
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,4,70,11.52,925,575,-1,9,enc,92.3474
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,4,70,11.52,925,575,-1,0,enc,87.0840
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,4,70,11.52,925,575,-1,1,enc,85.4047
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,4,70,11.52,925,575,-1,2,enc,84.2137
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,4,70,11.52,925,575,-1,3,enc,84.0376
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,4,70,11.52,925,575,-1,4,enc,83.8982
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,4,70,11.52,925,575,-1,5,enc,84.0149
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,4,70,11.52,925,575,-1,6,enc,84.0468
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,4,70,11.52,925,575,-1,7,enc,83.7376
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,4,70,11.52,925,575,-1,8,enc,83.9055
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,4,70,11.52,925,575,-1,9,enc,84.3335
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,4,70,11.52,925,575,-1,0,enc,78.5866
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,4,70,11.52,925,575,-1,1,enc,78.5098
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,4,70,11.52,925,575,-1,2,enc,78.8484
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,4,70,11.52,925,575,-1,3,enc,78.7783
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,4,70,11.52,925,575,-1,4,enc,78.0553
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,4,70,11.52,925,575,-1,5,enc,78.0686
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,4,70,11.52,925,575,-1,6,enc,78.3729
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,4,70,11.52,925,575,-1,7,enc,79.1613
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,4,70,11.52,925,575,-1,8,enc,79.6211
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,4,70,11.52,925,575,-1,9,enc,79.4614
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,4,70,11.52,925,575,-1,0,enc,73.8550
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,4,70,11.52,925,575,-1,1,enc,73.7515
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,4,70,11.52,925,575,-1,2,enc,73.0870
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,4,70,11.52,925,575,-1,3,enc,73.5570
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,4,70,11.52,925,575,-1,4,enc,73.1074
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,4,70,11.52,925,575,-1,5,enc,73.7782
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,4,70,11.52,925,575,-1,6,enc,73.3901
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,4,70,11.52,925,575,-1,7,enc,73.8816
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,4,70,11.52,925,575,-1,8,enc,74.0966
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,4,70,11.52,925,575,-1,9,enc,74.2380
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,5,71,20.34,488,1012,-1,0,enc,93.5916
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,5,71,20.34,488,1012,-1,1,enc,93.2720
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,5,71,20.34,488,1012,-1,2,enc,92.6188
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,5,71,20.34,488,1012,-1,3,enc,92.8020
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,5,71,20.34,488,1012,-1,4,enc,93.0765
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,5,71,20.34,488,1012,-1,5,enc,93.2178
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,5,71,20.34,488,1012,-1,6,enc,94.3329
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,5,71,20.34,488,1012,-1,7,enc,94.1613
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,5,71,20.34,488,1012,-1,8,enc,94.3493
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,5,71,20.34,488,1012,-1,9,enc,94.8241
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,5,71,20.34,488,1012,-1,0,enc,84.3017
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,5,71,20.34,488,1012,-1,1,enc,84.2222
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,5,71,20.34,488,1012,-1,2,enc,84.2126
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,5,71,20.34,488,1012,-1,3,enc,84.5411
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,5,71,20.34,488,1012,-1,4,enc,84.0704
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,5,71,20.34,488,1012,-1,5,enc,91.9460
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,5,71,20.34,488,1012,-1,6,enc,85.1926
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,5,71,20.34,488,1012,-1,7,enc,84.0304
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,5,71,20.34,488,1012,-1,8,enc,84.2291
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,5,71,20.34,488,1012,-1,9,enc,84.1472
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,5,71,20.34,488,1012,-1,0,enc,78.5272
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,5,71,20.34,488,1012,-1,1,enc,80.5335
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,5,71,20.34,488,1012,-1,2,enc,81.1366
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,5,71,20.34,488,1012,-1,3,enc,79.6723
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,5,71,20.34,488,1012,-1,4,enc,79.2348
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,5,71,20.34,488,1012,-1,5,enc,79.0516
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,5,71,20.34,488,1012,-1,6,enc,78.7487
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,5,71,20.34,488,1012,-1,7,enc,78.4546
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,5,71,20.34,488,1012,-1,8,enc,78.5408
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,5,71,20.34,488,1012,-1,9,enc,78.5530
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,5,71,20.34,488,1012,-1,0,enc,74.3946
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,5,71,20.34,488,1012,-1,1,enc,74.1322
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,5,71,20.34,488,1012,-1,2,enc,73.8130
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,5,71,20.34,488,1012,-1,3,enc,74.5646
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,5,71,20.34,488,1012,-1,4,enc,74.0667
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,5,71,20.34,488,1012,-1,5,enc,73.6048
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,5,71,20.34,488,1012,-1,6,enc,73.2004
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,5,71,20.34,488,1012,-1,7,enc,73.1494
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,5,71,20.34,488,1012,-1,8,enc,73.6402
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,5,71,20.34,488,1012,-1,9,enc,73.2832
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,6,72,9.30,1034,466,-1,0,enc,94.8497
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,6,72,9.30,1034,466,-1,1,enc,93.9848
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,6,72,9.30,1034,466,-1,2,enc,93.9151
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,6,72,9.30,1034,466,-1,3,enc,94.1167
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,6,72,9.30,1034,466,-1,4,enc,93.5465
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,6,72,9.30,1034,466,-1,5,enc,92.5153
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,6,72,9.30,1034,466,-1,6,enc,92.8614
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,6,72,9.30,1034,466,-1,7,enc,92.8182
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,6,72,9.30,1034,466,-1,8,enc,93.1788
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,6,72,9.30,1034,466,-1,9,enc,94.2601
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,6,72,9.30,1034,466,-1,0,enc,84.7411
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,6,72,9.30,1034,466,-1,1,enc,84.3469
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,6,72,9.30,1034,466,-1,2,enc,84.6500
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,6,72,9.30,1034,466,-1,3,enc,84.1083
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,6,72,9.30,1034,466,-1,4,enc,85.2837
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,6,72,9.30,1034,466,-1,5,enc,85.0056
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,6,72,9.30,1034,466,-1,6,enc,85.0569
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,6,72,9.30,1034,466,-1,7,enc,85.5869
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,6,72,9.30,1034,466,-1,8,enc,85.5122
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,6,72,9.30,1034,466,-1,9,enc,85.2580
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,6,72,9.30,1034,466,-1,0,enc,78.4108
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,6,72,9.30,1034,466,-1,1,enc,78.3762
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,6,72,9.30,1034,466,-1,2,enc,78.3729
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,6,72,9.30,1034,466,-1,3,enc,77.8754
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,6,72,9.30,1034,466,-1,4,enc,78.6189
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,6,72,9.30,1034,466,-1,5,enc,80.7414
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,6,72,9.30,1034,466,-1,6,enc,86.4082
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,6,72,9.30,1034,466,-1,7,enc,79.5013
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,6,72,9.30,1034,466,-1,8,enc,78.7261
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,6,72,9.30,1034,466,-1,9,enc,78.3778
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,6,72,9.30,1034,466,-1,0,enc,73.9338
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,6,72,9.30,1034,466,-1,1,enc,73.0112
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,6,72,9.30,1034,466,-1,2,enc,73.6307
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,6,72,9.30,1034,466,-1,3,enc,75.1616
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,6,72,9.30,1034,466,-1,4,enc,74.6856
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,6,72,9.30,1034,466,-1,5,enc,74.1905
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,6,72,9.30,1034,466,-1,6,enc,73.7966
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,6,72,9.30,1034,466,-1,7,enc,73.3215
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,6,72,9.30,1034,466,-1,8,enc,73.6287
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.40,6,72,9.30,1034,466,-1,9,enc,73.1205
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,7,72,22.80,359,1141,-1,0,enc,93.1428
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,7,72,22.80,359,1141,-1,1,enc,93.0888
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,7,72,22.80,359,1141,-1,2,enc,96.4833
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,7,72,22.80,359,1141,-1,3,enc,96.1393
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,7,72,22.80,359,1141,-1,4,enc,94.5418
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,7,72,22.80,359,1141,-1,5,enc,93.1963
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,7,72,22.80,359,1141,-1,6,enc,93.0775
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,7,72,22.80,359,1141,-1,7,enc,93.1177
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,7,72,22.80,359,1141,-1,8,enc,92.9451
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,baseline,0.00,7,72,22.80,359,1141,-1,9,enc,93.4830
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,7,72,22.80,359,1141,-1,0,enc,85.4426
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,7,72,22.80,359,1141,-1,1,enc,84.8671
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,7,72,22.80,359,1141,-1,2,enc,84.7360
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,7,72,22.80,359,1141,-1,3,enc,84.8066
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,7,72,22.80,359,1141,-1,4,enc,84.3981
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,7,72,22.80,359,1141,-1,5,enc,84.8876
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,7,72,22.80,359,1141,-1,6,enc,84.3437
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,7,72,22.80,359,1141,-1,7,enc,85.2081
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,7,72,22.80,359,1141,-1,8,enc,85.0278
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.20,7,72,22.80,359,1141,-1,9,enc,86.1345
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,7,72,22.80,359,1141,-1,0,enc,78.9083
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,7,72,22.80,359,1141,-1,1,enc,78.6115
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,7,72,22.80,359,1141,-1,2,enc,79.1429
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,7,72,22.80,359,1141,-1,3,enc,79.4990
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,7,72,22.80,359,1141,-1,4,enc,79.3147
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,7,72,22.80,359,1141,-1,5,enc,79.6581
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,jv_id,merged,0.30,7,72,22.80,359,1141,-1,6,enc,79.8464
