gpu,batch_size,torch,transformers,attn_impl,lang_id,method,trr,sample_idx,temp_c,dur_s,n_sil,n_sph,n_decoder_tokens,iter_idx,metric,ms
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,0,48,18.96,551,949,-1,0,enc,89.1556
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,0,48,18.96,551,949,-1,1,enc,88.7214
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,0,48,18.96,551,949,-1,2,enc,88.5821
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,0,48,18.96,551,949,-1,3,enc,88.7132
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,0,48,18.96,551,949,-1,4,enc,96.3021
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,0,48,18.96,551,949,-1,5,enc,91.6087
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,0,48,18.96,551,949,-1,6,enc,88.6944
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,0,48,18.96,551,949,-1,7,enc,88.6057
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,0,48,18.96,551,949,-1,8,enc,88.8819
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,0,48,18.96,551,949,-1,9,enc,88.8975
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,0,48,18.96,551,949,-1,0,enc,83.3340
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,0,48,18.96,551,949,-1,1,enc,82.9972
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,0,48,18.96,551,949,-1,2,enc,82.0879
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,0,48,18.96,551,949,-1,3,enc,81.1569
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,0,48,18.96,551,949,-1,4,enc,80.7567
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,0,48,18.96,551,949,-1,5,enc,80.7926
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,0,48,18.96,551,949,-1,6,enc,81.0783
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,0,48,18.96,551,949,-1,7,enc,80.9912
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,0,48,18.96,551,949,-1,8,enc,80.5786
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,0,48,18.96,551,949,-1,9,enc,81.2649
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,0,48,18.96,551,949,-1,0,enc,76.6065
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,0,48,18.96,551,949,-1,1,enc,76.0381
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,0,48,18.96,551,949,-1,2,enc,75.6917
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,0,48,18.96,551,949,-1,3,enc,75.3297
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,0,48,18.96,551,949,-1,4,enc,75.4115
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,0,48,18.96,551,949,-1,5,enc,75.7463
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,0,48,18.96,551,949,-1,6,enc,75.4330
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,0,48,18.96,551,949,-1,7,enc,75.7852
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,0,48,18.96,551,949,-1,8,enc,75.5651
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,0,48,18.96,551,949,-1,9,enc,76.1330
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,0,48,18.96,551,949,-1,0,enc,70.8536
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,0,48,18.96,551,949,-1,1,enc,70.8257
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,0,48,18.96,551,949,-1,2,enc,70.2996
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,0,48,18.96,551,949,-1,3,enc,70.6918
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,0,48,18.96,551,949,-1,4,enc,71.0407
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,0,48,18.96,551,949,-1,5,enc,70.5966
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,0,48,18.96,551,949,-1,6,enc,70.6662
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,0,48,18.96,551,949,-1,7,enc,70.7741
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,0,48,18.96,551,949,-1,8,enc,71.2673
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,0,48,18.96,551,949,-1,9,enc,71.5028
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,1,54,14.70,764,736,-1,0,enc,90.9700
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,1,54,14.70,764,736,-1,1,enc,90.3699
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,1,54,14.70,764,736,-1,2,enc,90.0864
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,1,54,14.70,764,736,-1,3,enc,90.0250
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,1,54,14.70,764,736,-1,4,enc,89.8662
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,1,54,14.70,764,736,-1,5,enc,89.5027
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,1,54,14.70,764,736,-1,6,enc,89.7925
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,1,54,14.70,764,736,-1,7,enc,89.5693
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,1,54,14.70,764,736,-1,8,enc,90.0751
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,1,54,14.70,764,736,-1,9,enc,90.2687
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,1,54,14.70,764,736,-1,0,enc,81.1803
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,1,54,14.70,764,736,-1,1,enc,81.5688
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,1,54,14.70,764,736,-1,2,enc,81.1590
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,1,54,14.70,764,736,-1,3,enc,81.3085
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,1,54,14.70,764,736,-1,4,enc,81.1739
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,1,54,14.70,764,736,-1,5,enc,85.3392
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,1,54,14.70,764,736,-1,6,enc,83.5461
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,1,54,14.70,764,736,-1,7,enc,81.6937
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,1,54,14.70,764,736,-1,8,enc,81.1827
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,1,54,14.70,764,736,-1,9,enc,81.3116
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,1,54,14.70,764,736,-1,0,enc,75.6222
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,1,54,14.70,764,736,-1,1,enc,76.8820
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,1,54,14.70,764,736,-1,2,enc,77.0120
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,1,54,14.70,764,736,-1,3,enc,77.3468
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,1,54,14.70,764,736,-1,4,enc,77.0982
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,1,54,14.70,764,736,-1,5,enc,76.7497
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,1,54,14.70,764,736,-1,6,enc,76.0156
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,1,54,14.70,764,736,-1,7,enc,75.9931
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,1,54,14.70,764,736,-1,8,enc,75.6726
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,1,54,14.70,764,736,-1,9,enc,75.6582
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,1,54,14.70,764,736,-1,0,enc,71.5958
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,1,54,14.70,764,736,-1,1,enc,71.7977
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,1,54,14.70,764,736,-1,2,enc,71.9706
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,1,54,14.70,764,736,-1,3,enc,71.5428
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,1,54,14.70,764,736,-1,4,enc,71.0461
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,1,54,14.70,764,736,-1,5,enc,71.3411
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,1,54,14.70,764,736,-1,6,enc,70.8901
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,1,54,14.70,764,736,-1,7,enc,70.9969
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,1,54,14.70,764,736,-1,8,enc,72.3405
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,1,54,14.70,764,736,-1,9,enc,71.0482
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,2,56,19.08,545,955,-1,0,enc,90.5419
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,2,56,19.08,545,955,-1,1,enc,91.4596
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,2,56,19.08,545,955,-1,2,enc,91.0080
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,2,56,19.08,545,955,-1,3,enc,90.8871
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,2,56,19.08,545,955,-1,4,enc,90.6404
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,2,56,19.08,545,955,-1,5,enc,90.3083
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,2,56,19.08,545,955,-1,6,enc,90.2287
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,2,56,19.08,545,955,-1,7,enc,90.0853
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,2,56,19.08,545,955,-1,8,enc,90.3468
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,2,56,19.08,545,955,-1,9,enc,90.5196
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,2,56,19.08,545,955,-1,0,enc,82.8567
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,2,56,19.08,545,955,-1,1,enc,82.7597
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,2,56,19.08,545,955,-1,2,enc,82.2567
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,2,56,19.08,545,955,-1,3,enc,82.0357
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,2,56,19.08,545,955,-1,4,enc,82.0777
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,2,56,19.08,545,955,-1,5,enc,82.0746
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,2,56,19.08,545,955,-1,6,enc,81.9958
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,2,56,19.08,545,955,-1,7,enc,82.1656
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,2,56,19.08,545,955,-1,8,enc,82.2702
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,2,56,19.08,545,955,-1,9,enc,82.4832
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,2,56,19.08,545,955,-1,0,enc,75.8866
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,2,56,19.08,545,955,-1,1,enc,76.0269
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,2,56,19.08,545,955,-1,2,enc,76.0463
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,2,56,19.08,545,955,-1,3,enc,76.1057
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,2,56,19.08,545,955,-1,4,enc,76.0973
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,2,56,19.08,545,955,-1,5,enc,76.4546
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,2,56,19.08,545,955,-1,6,enc,81.3395
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,2,56,19.08,545,955,-1,7,enc,77.3540
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,2,56,19.08,545,955,-1,8,enc,76.3105
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,2,56,19.08,545,955,-1,9,enc,76.0914
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,2,56,19.08,545,955,-1,0,enc,72.0968
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,2,56,19.08,545,955,-1,1,enc,70.9077
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,2,56,19.08,545,955,-1,2,enc,71.1834
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,2,56,19.08,545,955,-1,3,enc,72.0054
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,2,56,19.08,545,955,-1,4,enc,72.7397
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,2,56,19.08,545,955,-1,5,enc,72.4777
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,2,56,19.08,545,955,-1,6,enc,71.8899
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,2,56,19.08,545,955,-1,7,enc,71.5564
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,2,56,19.08,545,955,-1,8,enc,71.3714
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,2,56,19.08,545,955,-1,9,enc,71.3144
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,3,58,14.40,779,721,-1,0,enc,90.5861
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,3,58,14.40,779,721,-1,1,enc,90.1980
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,3,58,14.40,779,721,-1,2,enc,91.2343
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,3,58,14.40,779,721,-1,3,enc,92.0890
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,3,58,14.40,779,721,-1,4,enc,91.2333
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,3,58,14.40,779,721,-1,5,enc,90.2646
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,3,58,14.40,779,721,-1,6,enc,90.3672
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,3,58,14.40,779,721,-1,7,enc,90.6043
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,3,58,14.40,779,721,-1,8,enc,90.5923
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,3,58,14.40,779,721,-1,9,enc,90.3987
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,3,58,14.40,779,721,-1,0,enc,83.0751
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,3,58,14.40,779,721,-1,1,enc,82.8262
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,3,58,14.40,779,721,-1,2,enc,82.5252
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,3,58,14.40,779,721,-1,3,enc,82.3357
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,3,58,14.40,779,721,-1,4,enc,82.4984
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,3,58,14.40,779,721,-1,5,enc,82.0548
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,3,58,14.40,779,721,-1,6,enc,82.2958
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,3,58,14.40,779,721,-1,7,enc,82.6655
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,3,58,14.40,779,721,-1,8,enc,82.3914
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.20,3,58,14.40,779,721,-1,9,enc,82.4645
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,3,58,14.40,779,721,-1,0,enc,76.9014
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,3,58,14.40,779,721,-1,1,enc,77.2056
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,3,58,14.40,779,721,-1,2,enc,76.7661
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,3,58,14.40,779,721,-1,3,enc,77.3253
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,3,58,14.40,779,721,-1,4,enc,76.6198
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,3,58,14.40,779,721,-1,5,enc,76.7302
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,3,58,14.40,779,721,-1,6,enc,77.0437
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,3,58,14.40,779,721,-1,7,enc,76.9505
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,3,58,14.40,779,721,-1,8,enc,76.6893
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.30,3,58,14.40,779,721,-1,9,enc,76.9094
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,3,58,14.40,779,721,-1,0,enc,71.2611
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,3,58,14.40,779,721,-1,1,enc,71.3299
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,3,58,14.40,779,721,-1,2,enc,71.3452
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,3,58,14.40,779,721,-1,3,enc,71.2827
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,3,58,14.40,779,721,-1,4,enc,71.2908
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,3,58,14.40,779,721,-1,5,enc,71.2847
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,3,58,14.40,779,721,-1,6,enc,71.6831
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,3,58,14.40,779,721,-1,7,enc,74.9873
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,3,58,14.40,779,721,-1,8,enc,72.0974
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,merged,0.40,3,58,14.40,779,721,-1,9,enc,71.9954
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,4,60,10.56,972,528,-1,0,enc,90.0680
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,4,60,10.56,972,528,-1,1,enc,90.0278
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,4,60,10.56,972,528,-1,2,enc,90.3395
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,4,60,10.56,972,528,-1,3,enc,90.2799
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,4,60,10.56,972,528,-1,4,enc,98.4261
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,4,60,10.56,972,528,-1,5,enc,92.7959
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,4,60,10.56,972,528,-1,6,enc,90.4120
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,4,60,10.56,972,528,-1,7,enc,90.1765
NVIDIA GeForce RTX 3080 Ti,1,2.6.0+cu124,5.5.3,sdpa,ha_ng,baseline,0.00,4,60,10.56,972,528,-1,8,enc,89.9379
