model,lang_id,group,layer,n_layers,cos_mean,n_samples
whisper-large-v3,ln_cd,tonal_low,23,32,0.935794,264
whisper-large-v3,ln_cd,tonal_low,24,32,0.923846,264
whisper-large-v3,ln_cd,tonal_low,25,32,0.90101,264
whisper-large-v3,ln_cd,tonal_low,26,32,0.90154,264
whisper-large-v3,ln_cd,tonal_low,27,32,0.878851,264
whisper-large-v3,ln_cd,tonal_low,28,32,0.847498,264
whisper-large-v3,ln_cd,tonal_low,29,32,0.8643,264
whisper-large-v3,ln_cd,tonal_low,30,32,0.869886,264
whisper-large-v3,ln_cd,tonal_low,31,32,0.862835,264
whisper-large-v3,ln_cd,tonal_low,32,32,0.871102,264
whisper-large-v3,ha_ng,tonal_low,1,32,0.965132,264
whisper-large-v3,ha_ng,tonal_low,2,32,0.910292,264
whisper-large-v3,ha_ng,tonal_low,3,32,0.937004,264
whisper-large-v3,ha_ng,tonal_low,4,32,0.924896,264
whisper-large-v3,ha_ng,tonal_low,5,32,0.9159,264
whisper-large-v3,ha_ng,tonal_low,6,32,0.945138,264
whisper-large-v3,ha_ng,tonal_low,7,32,0.927414,264
whisper-large-v3,ha_ng,tonal_low,8,32,0.901376,264
whisper-large-v3,ha_ng,tonal_low,9,32,0.908425,264
whisper-large-v3,ha_ng,tonal_low,10,32,0.895354,264
whisper-large-v3,ha_ng,tonal_low,11,32,0.954216,264
whisper-large-v3,ha_ng,tonal_low,12,32,0.927794,264
whisper-large-v3,ha_ng,tonal_low,13,32,0.913247,264
whisper-large-v3,ha_ng,tonal_low,14,32,0.949824,264
whisper-large-v3,ha_ng,tonal_low,15,32,0.918391,264
whisper-large-v3,ha_ng,tonal_low,16,32,0.945863,264
whisper-large-v3,ha_ng,tonal_low,17,32,0.950796,264
whisper-large-v3,ha_ng,tonal_low,18,32,0.930451,264
whisper-large-v3,ha_ng,tonal_low,19,32,0.944562,264
whisper-large-v3,ha_ng,tonal_low,20,32,0.942167,264
whisper-large-v3,ha_ng,tonal_low,21,32,0.946951,264
whisper-large-v3,ha_ng,tonal_low,22,32,0.934221,264
whisper-large-v3,ha_ng,tonal_low,23,32,0.930057,264
whisper-large-v3,ha_ng,tonal_low,24,32,0.917733,264
whisper-large-v3,ha_ng,tonal_low,25,32,0.893784,264
whisper-large-v3,ha_ng,tonal_low,26,32,0.895474,264
whisper-large-v3,ha_ng,tonal_low,27,32,0.875787,264
whisper-large-v3,ha_ng,tonal_low,28,32,0.840382,264
whisper-large-v3,ha_ng,tonal_low,29,32,0.8604,264
whisper-large-v3,ha_ng,tonal_low,30,32,0.866243,264
whisper-large-v3,ha_ng,tonal_low,31,32,0.858449,264
whisper-large-v3,ha_ng,tonal_low,32,32,0.869064,264
